バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
Rootage,Psycho Sheep Riddim,RIDDIM DUBSTEP,BEMANI Sound Team "SYUNN",3,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,9,1156,437,282,13,CLEAR,A,11,0,0,0,---,NO PLAY,---,2024-08-01 20:56
Rootage,Red. by Jack Trance,TECH-BREAKS,DJ Mass MAD Izm*,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,REPLAY,TECHNO,SLAKE,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1286,488,310,78,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-04-04 21:05
Rootage,ROCK女 feat. 大山愛未， Ken,TRANCE,Y&Co.,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1152,427,298,34,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-30 20:05
Rootage,ruin of opals,IRIDESCENCE JAZZ ETUDE,上ノ瀬つかさ,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,1177,431,315,32,NO PLAY,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-13 19:35
Rootage,R∞tAge,NEO J-TEKNO,BEMANI Sound Team "HuΣeR+",0,3,0,0,0,---,CLEAR,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,SPEED ROCKER,PSYCHEDELIC TRANCE,AJURIKA,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,1272,509,254,4,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-06 21:43
Rootage,The Best of Both Worlds,EUROTRAPBEAT,☆Taku Takahashi (m-flo， block.fm),1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,1042,429,184,30,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-11-12 18:37
Rootage,The Rebellion of Sequencer,DJENTCORE,DJ Myosuke,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,toy boxer,BOXINGCORE,BEMANI Sound Team "S-C-U & SYUNN",0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,Twilight Warp,CYBER DANCE MUSIC,Maozon feat. Kyte,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,7,0,0,0,---,CLEAR,---,9,1501,582,337,12,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-17 20:46
Rootage,U.S.A.,IIDX EDITION,Remixed by BEMANI Sound Team "PHQUASE feat.TRANDER Jr.",3,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1529,646,237,14,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-11 18:44
Rootage,Urban Constellations,JAZZY FOOTWORK JUNGLE,Dirty Androids,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,Wolf 1061,PIANO TRANCE,Xceon,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,1310,555,200,7,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-20 13:06
Rootage,Won(*3*)Chu KissMe!,IIDX EDITION,Remixed by BEMANI Sound Team "L.E.D." & IOSYS,0,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,Wonderland,CANDY RAVE GABBER,kors k,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1381,563,255,30,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-02 17:19
Rootage,Xlo,NEUTRONIKA,sasakure.UK,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,Yum Yum Jelly,FUTURE BASS,YUC'e,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1248,524,200,5,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-09 15:59
Rootage,ZENDEGI DANCE,ORBITALIC ORIENTAL ELECTRO,ARM × BEMANI Sound Team "U1 overground",13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1472,622,228,11,CLEAR,AA,11,1797,725,347,104,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-08 19:29
Rootage,おーまい！らぶりー！すうぃーてぃ！だーりん！,LOVELY YOUTH,BEMANI Sound Team "PON" feat.NU-KO,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1393,558,277,32,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-01-20 16:31
Rootage,グラナダの風,SPANISH GUITAR,BEMANI Sound Team "劇団レコード",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,サクラあっぱれーしょん,IIDX EDITION,Remixed by BEMANI Sound Team "TAG" feat. 柊木りお,2,1,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1719,703,313,7,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-02 21:18
Rootage,セカンドピアス,GIRLS ROCK,OSTER project feat. echo,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1376,572,232,56,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-04-22 18:34
Rootage,ミッドナイト☆WAR,BEMANIZED ROCKCORE,いちか,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1590,580,430,48,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-07-15 19:19
Rootage,夏の匂い。キミの残像。 ft. Kanae Asaba,Re 90's J-DANCE POP,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,深愛のリグレット,PIANO J TRANCE POP,Xceon feat.Mayumi Morinaga,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
Rootage,花冠 feat.Aikapin,SOCA,RoughSkreamZ,3,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1088,404,280,50,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-27 20:57
HEROIC VERSE,27th style,HIP HOP,三代目 "dj TAKA & DAYBREAKERS",1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1246,474,298,22,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-02-04 16:05
HEROIC VERSE,Advent Infamous,NEO DIGITAL FUTURE,Blacklolita,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,AKASHIC BREAK,LAPLACE CORE,BEMANI Sound Team "TAG",0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,And-RoiD,J-POP,Fujishiro feat.KNA,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1295,494,307,72,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-05-01 18:58
HEROIC VERSE,Artist,MYSTICAL HARD DANCE,CANVAS feat. Quimar,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,beatAffection,BEAT MUSIC,ビートまりお,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Beautiful Harmony (IIDX Mix),PROGRESSIVE TRANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Bow shock!!,JAZZ PIANO TRANCE,Xceon,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,FAILED,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Change Yourself,TRANCE,ARM × kradness,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1299,510,279,10,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-23 13:03
HEROIC VERSE,Crank It,BASS HOUSE,Crayvxn,8,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,9,1718,669,380,26,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-13 15:58
HEROIC VERSE,Do What You Want,FUTURE BASS,BEMANI Sound Team "SYUNN",0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Drop It,DUBSTEP/MMETAL/DJENT,Dazsta,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1385,552,281,24,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-17 19:51
HEROIC VERSE,EROICA,VERSE,BEMANI Sound Team "HERO",1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1860,824,212,36,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-30 15:18
HEROIC VERSE,fairy cocktail,エレクトロニック/エレクトロニカ/ポップ,Tomggg,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Forgetting Machine,DRUM'N'BASS,TAKU INOUE,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FULLCOMBO CLEAR,---,10,1187,483,221,54,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-03-08 20:00
HEROIC VERSE,Friction[!]Function,PROGRES BEAT,Feryquitous,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1318,525,268,11,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-01 20:25
HEROIC VERSE,GHOST,FREEFORM HARDCORE,Hommarju,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,GIGA VIOLATE,EDM-DUBSTYLE,Blacklolita,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Hold My Hand,MELODIC DANCE MUSIC,BEMANI Sound Team "Sota Fujimori",0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Hyper Drive feat. ぷにぷに電機,DANCE POP,パソコン音楽クラブ,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,9,1394,560,274,18,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-04-30 14:09
HEROIC VERSE,If,FUTURE BASS,Pa's Lam System,11,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,CLEAR,---,10,1257,487,283,34,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-07-29 21:10
HEROIC VERSE,Infinity Mirror,NEO 90's CINEMATIC TECHNO,Dirty Androids,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1436,539,358,34,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-30 13:41
HEROIC VERSE,LIGHTNING STRIKES,Hi-GAIN ENERGY,BEMANI Sound Team "HuΣeR",2,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1275,542,191,9,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-29 20:13
HEROIC VERSE,Like+it!,EUROBEAT,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Lost Souls,DARKSTEP,BEMANI Sound Team "SYUNN",2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,1196,477,242,15,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-06-23 12:12
HEROIC VERSE,Matt Silver,TECHSTYLE,Remo-con,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1509,604,301,23,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-01 20:34
HEROIC VERSE,Mel,DRUM'N'BASS,Applekid,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1446,555,336,20,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-07-11 18:14
HEROIC VERSE,Nasty Techniques,Hi-TECH FULL ON,kors k,19,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,1231,484,263,0,FULLCOMBO CLEAR,A,11,1420,527,366,152,FAILED,C,0,0,0,0,---,NO PLAY,---,2024-07-22 18:55
HEROIC VERSE,NEWALONE,INDUSTRIAL BASS,Masayoshi Iimori,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,9,1409,561,287,21,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-07-17 21:15
HEROIC VERSE,NRG STAR '86 feat. 大山愛未,Hi-NRG,Y&Co.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,1165,492,181,8,CLEAR,A,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-12-14 20:31
HEROIC VERSE,Override,EUPHORIC HARDCORE,Nhato,11,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,1328,551,226,1,CLEAR,AA,11,1580,597,386,161,FAILED,C,12,0,0,0,---,NO PLAY,---,2024-07-22 19:28
HEROIC VERSE,PHASE SHIFT MANEUVER,PSYSTYLE,BEMANI Sound Team "L.E.D.",2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1284,533,218,8,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-01 20:39
HEROIC VERSE,Primitive Vibes,TRIBAL FRONTIER,lapix,1,3,0,0,0,---,CLEAR,---,6,0,0,0,---,NO PLAY,---,10,1328,497,334,27,CLEAR,B,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-14 15:13
HEROIC VERSE,Rainstorm,UPLIFTING TRANCE,Maozon feat. Chica,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,rough percussionythm,HARD D&B,BEMANI Sound Team "setup VS 謎の勢力",5,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1392,599,194,9,CLEAR,AA,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-20 13:11
HEROIC VERSE,S!ck (Nhato Remix),HARDCORE,Remixed by Nhato,4,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1269,511,247,5,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-03 16:45
HEROIC VERSE,Shiva,HARD PSY,Relect,8,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,8,1096,428,240,10,CLEAR,A,11,1302,493,316,56,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-06-30 14:09
HEROIC VERSE,Silly Love,ELECTRO NU DISCO,DE DE MOUSE,0,1,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Ska-sh All Neurons!!,A-STYLE NEURO+"スカ"+FUNK DRUMSTEP,かめりあ feat. ななひら,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Smashing Wedge,HARDCORE,nora2r,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Sparkle Smilin',TWINKLE POP,BEMANI Sound Team "Qrispy Joybox" feat.いちか,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,STOIC HYPOTHESIS,RIDDIM CORE,BEMANI Sound Team "Expander",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1309,513,283,7,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-08 22:12
HEROIC VERSE,Sugar Drippin',GARAGE,kors k,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,CLEAR,---,9,1484,556,372,10,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-03 17:37
HEROIC VERSE,T-REX vs Velociraptor (In the Far east euphoria),RAVECORE,RoughSketch & TARACHINE,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,1394,584,226,20,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-26 16:25
HEROIC VERSE,TECHNO Style Essentials,TECHNO,BEMANI Sound Team "SETUP from Berlin",1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1266,538,190,22,CLEAR,A,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-02 20:43
HEROIC VERSE,Theory,TRAP,YUTO,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,TRIUMPH,UK HARDCORE,AJURIKA,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,1602,673,256,23,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-08-13 13:35
HEROIC VERSE,VALKYRIAS -英雄誕生-,HEROIC VALHALLA ROCK,BEMANI Sound Team "HuΣeR" feat.Fernweh,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,VIBRΛ,EMO STEP,Nhato Vs. MK,5,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1350,554,242,30,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-03 16:26
HEROIC VERSE,Virus Funk,PROGRESSIVE DISCO,Nhato,19,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1563,620,323,33,CLEAR,A,0,0,0,0,---,NO PLAY,---,2024-08-13 13:18
HEROIC VERSE,Volcanic Dragon,HARDCORE RAVE,DJ Shimamura,8,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,1342,521,300,15,CLEAR,A,11,1894,737,420,90,CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-08-02 21:37
HEROIC VERSE,Voo Doo Bamboleo,TRIBAL DANCE,SOUND HOLIC Vs. ZYTOKINE feat. CALEN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,Ypsilon,HARD STACC,BEMANI Sound Team "setup",13,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,1455,627,201,1,CLEAR,AA,11,0,0,0,---,NO PLAY,---,12,0,0,0,---,NO PLAY,---,2024-06-27 19:40
HEROIC VERSE,ガヴリールドロップキック,IIDX EDITION,Remixed by かめりあ,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,CLEAR,---,9,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,セピアの軌跡 ft. 天宮みや(少女フラクタル),MS J TRANCE POP,Xceon,0,2,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,バッドエンド・シンドローム,PIANO CHRONICLE,アリスシャッハと魔法の楽団,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,ピアノ協奏曲第1番”蠍火” (BlackY Remix),PDM,Remixed by BlackY,6,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1689,722,245,9,CLEAR,AA,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-07-29 20:30
HEROIC VERSE,ラブキラ☆スプラッシュ,HYPER POP,BEMANI Sound Team "Sota F." feat.いちか,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
HEROIC VERSE,ランカーキラーガール,KILLER PUNK,中島由貴 × いちか,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1191,432,327,23,CLEAR,B,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-05-01 19:31
HEROIC VERSE,曼荼羅恋々,GOTHIC CORE,BEMANI Sound Team "Akhuta Works" feat. Nana Takahashi,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1267,503,261,26,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-03-09 17:46
HEROIC VERSE,灼熱Beach Side Bunny (Masayoshi Iimori Remix),NRG,Remixed by Masayoshi Iimori,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,CLEAR,---,7,0,0,0,---,CLEAR,---,10,1191,455,281,91,ASSIST CLEAR,B,0,0,0,0,---,NO PLAY,---,2024-07-11 19:49
HEROIC VERSE,狂水一華,STYLISH CROSSOVER,BEMANI Sound Team "HuΣeR Vs. SYUNN" feat.いちか,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1317,542,233,13,CLEAR,A,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2024-04-19 19:35
HEROIC VERSE,錬成人間トリコロイダー,特撮ハードコア,DJ SHARPNEL feat. ￥Ｃｕスタ平,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,11,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2023-10-20 13:13
